study_code,ena_ers_sample_id,sample_alias
Gaio_2020_pig,SAMN11097916,Gaio_2020_pig.sample_Fe7/14172
Gaio_2020_pig,SAMN11097931,Gaio_2020_pig.sample_Fe7/14174
Gaio_2020_pig,SAMN11097950,Gaio_2020_pig.sample_Fe7/14183
Gaio_2020_pig,SAMN11097976,Gaio_2020_pig.sample_Fe7/14186
Gaio_2020_pig,SAMN11097895,Gaio_2020_pig.sample_Fe7/14187
Gaio_2020_pig,SAMN11097948,Gaio_2020_pig.sample_Fe7/14188
Gaio_2020_pig,SAMN11097978,Gaio_2020_pig.sample_Fe7/14190
Gaio_2020_pig,SAMN11097935,Gaio_2020_pig.sample_Fe7/14193
Gaio_2020_pig,SAMN11097928,Gaio_2020_pig.sample_Fe7/14194
Gaio_2020_pig,SAMN11097929,Gaio_2020_pig.sample_Fe7/14194.2
Gaio_2020_pig,SAMN11097969,Gaio_2020_pig.sample_Fe7/14195
Gaio_2020_pig,SAMN11097937,Gaio_2020_pig.sample_Fe7/14201
Gaio_2020_pig,SAMN11097910,Gaio_2020_pig.sample_Fe7/14205
Gaio_2020_pig,SAMN11097985,Gaio_2020_pig.sample_Fe7/14208
Gaio_2020_pig,SAMN11097945,Gaio_2020_pig.sample_Fe7/14209
Gaio_2020_pig,SAMN11097959,Gaio_2020_pig.sample_Fe7/14231
Gaio_2020_pig,SAMN11097907,Gaio_2020_pig.sample_Fe7/14233
Gaio_2020_pig,SAMN11097996,Gaio_2020_pig.sample_Fe7/14260
Gaio_2020_pig,SAMN11097975,Gaio_2020_pig.sample_Fe7/14261
Gaio_2020_pig,SAMN11097917,Gaio_2020_pig.sample_Fe7/14262
Gaio_2020_pig,SAMN11097966,Gaio_2020_pig.sample_Fe7/14263
Gaio_2020_pig,SAMN11097982,Gaio_2020_pig.sample_Fe7/14265
Gaio_2020_pig,SAMN11097889,Gaio_2020_pig.sample_Fe7/14271
Gaio_2020_pig,SAMN11097923,Gaio_2020_pig.sample_Fe7/14273
Gaio_2020_pig,SAMN11097958,Gaio_2020_pig.sample_Fe7/14275
Gaio_2020_pig,SAMN11097915,Gaio_2020_pig.sample_Fe7/14276
Gaio_2020_pig,SAMN11097957,Gaio_2020_pig.sample_Fe7/14284
Gaio_2020_pig,SAMN11097896,Gaio_2020_pig.sample_Fe7/14286
Gaio_2020_pig,SAMN11097943,Gaio_2020_pig.sample_Fe7/14287
Gaio_2020_pig,SAMN11097961,Gaio_2020_pig.sample_Fe7/14288
Gaio_2020_pig,SAMN11097926,Gaio_2020_pig.sample_Fe7/14295
Gaio_2020_pig,SAMN11097963,Gaio_2020_pig.sample_Fe7/14297
Gaio_2020_pig,SAMN11097939,Gaio_2020_pig.sample_Fe7/14298
Gaio_2020_pig,SAMN11097986,Gaio_2020_pig.sample_Fe7/14305
Gaio_2020_pig,SAMN11097951,Gaio_2020_pig.sample_Fe7/14306
Gaio_2020_pig,SAMN11097949,Gaio_2020_pig.sample_Fe7/14307
Gaio_2020_pig,SAMN11097954,Gaio_2020_pig.sample_Fe7/14308
Gaio_2020_pig,SAMN11097921,Gaio_2020_pig.sample_Fe7/14317
Gaio_2020_pig,SAMN11097942,Gaio_2020_pig.sample_Fe7/14320
Gaio_2020_pig,SAMN11097893,Gaio_2020_pig.sample_Fe7/14322
Gaio_2020_pig,SAMN11097904,Gaio_2020_pig.sample_Fe7/29631
Gaio_2020_pig,SAMN11097984,Gaio_2020_pig.sample_Fe7/29633
Gaio_2020_pig,SAMN11097974,Gaio_2020_pig.sample_Fe7/29643
Gaio_2020_pig,SAMN11097913,Gaio_2020_pig.sample_Fe7/29644
Gaio_2020_pig,SAMN11097973,Gaio_2020_pig.sample_Fe7/29645
Gaio_2020_pig,SAMN11097977,Gaio_2020_pig.sample_Fe7/29646
Gaio_2020_pig,SAMN11097927,Gaio_2020_pig.sample_Fe7/29652
Gaio_2020_pig,SAMN11097983,Gaio_2020_pig.sample_Fe7/29653
Gaio_2020_pig,SAMN11097902,Gaio_2020_pig.sample_Fe7/29654
Gaio_2020_pig,SAMN11097970,Gaio_2020_pig.sample_Fe7/29655
Gaio_2020_pig,SAMN11097898,Gaio_2020_pig.sample_Fe7/29665
Gaio_2020_pig,SAMN11097905,Gaio_2020_pig.sample_Fe7/29666
Gaio_2020_pig,SAMN11097938,Gaio_2020_pig.sample_Fe7/29667
Gaio_2020_pig,SAMN11097981,Gaio_2020_pig.sample_Fe7/29668
Gaio_2020_pig,SAMN11097964,Gaio_2020_pig.sample_Fe7/29679
Gaio_2020_pig,SAMN11097930,Gaio_2020_pig.sample_Fe7/29691
Gaio_2020_pig,SAMN11097947,Gaio_2020_pig.sample_Fe7/29692
Gaio_2020_pig,SAMN11097995,Gaio_2020_pig.sample_Fe7/29694
Gaio_2020_pig,SAMN11097955,Gaio_2020_pig.sample_Fe7/29700
Gaio_2020_pig,SAMN11097967,Gaio_2020_pig.sample_Fe7/29702
Gaio_2020_pig,SAMN11097933,Gaio_2020_pig.sample_Fe7/29703
Gaio_2020_pig,SAMN11097956,Gaio_2020_pig.sample_Fe7/29704
Gaio_2020_pig,SAMN11097901,Gaio_2020_pig.sample_Fe7/29705
Gaio_2020_pig,SAMN11097892,Gaio_2020_pig.sample_Fe7/29707
Gaio_2020_pig,SAMN11097968,Gaio_2020_pig.sample_Fe7/29715
Gaio_2020_pig,SAMN11097994,Gaio_2020_pig.sample_Fe7/29718
Gaio_2020_pig,SAMN11097922,Gaio_2020_pig.sample_Fe7/29742
Gaio_2020_pig,SAMN11097993,Gaio_2020_pig.sample_Fe7/29743
Gaio_2020_pig,SAMN11097972,Gaio_2020_pig.sample_Fe7/29745
Gaio_2020_pig,SAMN11097911,Gaio_2020_pig.sample_Fe7/29752
Gaio_2020_pig,SAMN11097992,Gaio_2020_pig.sample_Fe7/29753
Gaio_2020_pig,SAMN11097941,Gaio_2020_pig.sample_Fe7/29754
Gaio_2020_pig,SAMN11097918,Gaio_2020_pig.sample_Fe7/29765
Gaio_2020_pig,SAMN11097989,Gaio_2020_pig.sample_Fe7/29777
Gaio_2020_pig,SAMN11097920,Gaio_2020_pig.sample_Fe7/29778
Gaio_2020_pig,SAMN11097980,Gaio_2020_pig.sample_Fe7/29781
Gaio_2020_pig,SAMN11097908,Gaio_2020_pig.sample_Fe7/29792
Gaio_2020_pig,SAMN11097991,Gaio_2020_pig.sample_Fe7/29793
Gaio_2020_pig,SAMN11097988,Gaio_2020_pig.sample_Fe7/29796
Gaio_2020_pig,SAMN11097979,Gaio_2020_pig.sample_Fe7/29797
Gaio_2020_pig,SAMN11097924,Gaio_2020_pig.sample_Fe7/29846
Gaio_2020_pig,SAMN11097990,Gaio_2020_pig.sample_Fe7/29847
Gaio_2020_pig,SAMN11097946,Gaio_2020_pig.sample_Fe7/29863
Gaio_2020_pig,SAMN11097919,Gaio_2020_pig.sample_Fe7/29864
Gaio_2020_pig,SAMN11097936,Gaio_2020_pig.sample_Fe7/29865
Gaio_2020_pig,SAMN11097912,Gaio_2020_pig.sample_Fe7/29875
Gaio_2020_pig,SAMN11097903,Gaio_2020_pig.sample_Fe7/29898
Gaio_2020_pig,SAMN11097962,Gaio_2020_pig.sample_Fe7/29900
Gaio_2020_pig,SAMN11097952,Gaio_2020_pig.sample_Fe7/29901
Gaio_2020_pig,SAMN11097890,Gaio_2020_pig.sample_Fe7/29912
Gaio_2020_pig,SAMN11097894,Gaio_2020_pig.sample_Fe7/29913
Gaio_2020_pig,SAMN11097914,Gaio_2020_pig.sample_Fe7/29914
Gaio_2020_pig,SAMN11097944,Gaio_2020_pig.sample_Fe7/29924
Gaio_2020_pig,SAMN11097940,Gaio_2020_pig.sample_Fe7/29931
Gaio_2020_pig,SAMN11097934,Gaio_2020_pig.sample_Fe7/29934
Gaio_2020_pig,SAMN11097899,Gaio_2020_pig.sample_Fe7/29939
Gaio_2020_pig,SAMN11097965,Gaio_2020_pig.sample_Fe7/29943
Gaio_2020_pig,SAMN11097906,Gaio_2020_pig.sample_Fe7/29948
Gaio_2020_pig,SAMN11097987,Gaio_2020_pig.sample_Fe7/29949
Gaio_2020_pig,SAMN11097932,Gaio_2020_pig.sample_Fe7/29951
Gaio_2020_pig,SAMN11097925,Gaio_2020_pig.sample_Fe7/29961
Gaio_2020_pig,SAMN11097897,Gaio_2020_pig.sample_Fe7/29962
Gaio_2020_pig,SAMN11097999,Gaio_2020_pig.sample_Fe8/14208
Gaio_2020_pig,SAMN11097997,Gaio_2020_pig.sample_Fe8/14317
Gaio_2020_pig,SAMN11098000,Gaio_2020_pig.sample_Fe8/29875
Gaio_2020_pig,SAMN11097998,Gaio_2020_pig.sample_Fe8/29924
Gaio_2020_pig,SAMN11098529,Gaio_2020_pig.sample_Ja30/210080
Gaio_2020_pig,SAMN11098496,Gaio_2020_pig.sample_Ja30/210747
Gaio_2020_pig,SAMN11098526,Gaio_2020_pig.sample_Ja30/212211
Gaio_2020_pig,SAMN11098524,Gaio_2020_pig.sample_Ja30/21272
Gaio_2020_pig,SAMN11098512,Gaio_2020_pig.sample_Ja30/21508
Gaio_2020_pig,SAMN11098527,Gaio_2020_pig.sample_Ja30/21560
Gaio_2020_pig,SAMN11098507,Gaio_2020_pig.sample_Ja30/314531
Gaio_2020_pig,SAMN11098532,Gaio_2020_pig.sample_Ja30/315132
Gaio_2020_pig,SAMN11098525,Gaio_2020_pig.sample_Ja30/315286
Gaio_2020_pig,SAMN11098530,Gaio_2020_pig.sample_Ja30/315376
Gaio_2020_pig,SAMN11098528,Gaio_2020_pig.sample_Ja30/315649
Gaio_2020_pig,SAMN11098494,Gaio_2020_pig.sample_Ja30/315875
Gaio_2020_pig,SAMN11098514,Gaio_2020_pig.sample_Ja30/316703
Gaio_2020_pig,SAMN11098502,Gaio_2020_pig.sample_Ja30/316981
Gaio_2020_pig,SAMN11098503,Gaio_2020_pig.sample_Ja30/317019
Gaio_2020_pig,SAMN11098509,Gaio_2020_pig.sample_Ja30/319096
Gaio_2020_pig,SAMN11098500,Gaio_2020_pig.sample_Ja30/319427
Gaio_2020_pig,SAMN11098516,Gaio_2020_pig.sample_Ja30/32365
Gaio_2020_pig,SAMN11098505,Gaio_2020_pig.sample_Ja30/32650
Gaio_2020_pig,SAMN11098511,Gaio_2020_pig.sample_Ja30/32719
Gaio_2020_pig,SAMN11098523,Gaio_2020_pig.sample_Ja30/32771
Gaio_2020_pig,SAMN11098515,Gaio_2020_pig.sample_Ja30/32810
Gaio_2020_pig,SAMN11098535,Gaio_2020_pig.sample_Ja30/40486
Gaio_2020_pig,SAMN11098497,Gaio_2020_pig.sample_Ja30/40516
Gaio_2020_pig,SAMN11098531,Gaio_2020_pig.sample_Ja30/40519
Gaio_2020_pig,SAMN11098517,Gaio_2020_pig.sample_Ja30/408216
Gaio_2020_pig,SAMN11098510,Gaio_2020_pig.sample_Ja30/60581
Gaio_2020_pig,SAMN11098518,Gaio_2020_pig.sample_Ja30/60690
Gaio_2020_pig,SAMN11098519,Gaio_2020_pig.sample_Ja30/706402
Gaio_2020_pig,SAMN11098495,Gaio_2020_pig.sample_Ja30/910916
Gaio_2020_pig,SAMN11098506,Gaio_2020_pig.sample_Ja30/9128
Gaio_2020_pig,SAMN11098499,Gaio_2020_pig.sample_Ja30/B11439
Gaio_2020_pig,SAMN11098534,Gaio_2020_pig.sample_Ja30/B11614
Gaio_2020_pig,SAMN11098521,Gaio_2020_pig.sample_Ja30/B11802
Gaio_2020_pig,SAMN11098522,Gaio_2020_pig.sample_Ja30/B12474
Gaio_2020_pig,SAMN11098501,Gaio_2020_pig.sample_Ja30/P03694
Gaio_2020_pig,SAMN11098520,Gaio_2020_pig.sample_Ja30/R03999
Gaio_2020_pig,SAMN11098533,Gaio_2020_pig.sample_Ja30/T11600
Gaio_2020_pig,SAMN11098504,Gaio_2020_pig.sample_Ja30/T12057
Gaio_2020_pig,SAMN11098508,Gaio_2020_pig.sample_Ja30/Y08266
Gaio_2020_pig,SAMN11098513,Gaio_2020_pig.sample_Ja30/Y08843
Gaio_2020_pig,SAMN11098498,Gaio_2020_pig.sample_Ja30/Y09733
Gaio_2020_pig,SAMN11097700,Gaio_2020_pig.sample_Ja31/14159
Gaio_2020_pig,SAMN11097676,Gaio_2020_pig.sample_Ja31/14160
Gaio_2020_pig,SAMN11097679,Gaio_2020_pig.sample_Ja31/14161
Gaio_2020_pig,SAMN11097726,Gaio_2020_pig.sample_Ja31/14163
Gaio_2020_pig,SAMN11097696,Gaio_2020_pig.sample_Ja31/14169
Gaio_2020_pig,SAMN11097806,Gaio_2020_pig.sample_Ja31/14171
Gaio_2020_pig,SAMN11097707,Gaio_2020_pig.sample_Ja31/14172
Gaio_2020_pig,SAMN11097792,Gaio_2020_pig.sample_Ja31/14174
Gaio_2020_pig,SAMN11097793,Gaio_2020_pig.sample_Ja31/14174.2
Gaio_2020_pig,SAMN11097687,Gaio_2020_pig.sample_Ja31/14182
Gaio_2020_pig,SAMN11097723,Gaio_2020_pig.sample_Ja31/14183
Gaio_2020_pig,SAMN11097685,Gaio_2020_pig.sample_Ja31/14184
Gaio_2020_pig,SAMN11097814,Gaio_2020_pig.sample_Ja31/14186
Gaio_2020_pig,SAMN11097674,Gaio_2020_pig.sample_Ja31/14187
Gaio_2020_pig,SAMN11097721,Gaio_2020_pig.sample_Ja31/14188
Gaio_2020_pig,SAMN11097746,Gaio_2020_pig.sample_Ja31/14190
Gaio_2020_pig,SAMN11097747,Gaio_2020_pig.sample_Ja31/14190.2
Gaio_2020_pig,SAMN11097748,Gaio_2020_pig.sample_Ja31/14190.3
Gaio_2020_pig,SAMN11097756,Gaio_2020_pig.sample_Ja31/14192
Gaio_2020_pig,SAMN11097757,Gaio_2020_pig.sample_Ja31/14192.2
Gaio_2020_pig,SAMN11097779,Gaio_2020_pig.sample_Ja31/14193
Gaio_2020_pig,SAMN11097780,Gaio_2020_pig.sample_Ja31/14193.2
Gaio_2020_pig,SAMN11097770,Gaio_2020_pig.sample_Ja31/14194
Gaio_2020_pig,SAMN11097766,Gaio_2020_pig.sample_Ja31/14195
Gaio_2020_pig,SAMN11097693,Gaio_2020_pig.sample_Ja31/14200
Gaio_2020_pig,SAMN11097783,Gaio_2020_pig.sample_Ja31/14201
Gaio_2020_pig,SAMN11097686,Gaio_2020_pig.sample_Ja31/14204
Gaio_2020_pig,SAMN11097701,Gaio_2020_pig.sample_Ja31/14205
Gaio_2020_pig,SAMN11097818,Gaio_2020_pig.sample_Ja31/14207
Gaio_2020_pig,SAMN11097745,Gaio_2020_pig.sample_Ja31/14208
Gaio_2020_pig,SAMN11097717,Gaio_2020_pig.sample_Ja31/14209
Gaio_2020_pig,SAMN11097732,Gaio_2020_pig.sample_Ja31/14231
Gaio_2020_pig,SAMN11097708,Gaio_2020_pig.sample_Ja31/14233
Gaio_2020_pig,SAMN11097810,Gaio_2020_pig.sample_Ja31/14260
Gaio_2020_pig,SAMN11097812,Gaio_2020_pig.sample_Ja31/14261
Gaio_2020_pig,SAMN11097798,Gaio_2020_pig.sample_Ja31/14263
Gaio_2020_pig,SAMN11097799,Gaio_2020_pig.sample_Ja31/14263.2
Gaio_2020_pig,SAMN11097740,Gaio_2020_pig.sample_Ja31/14265
Gaio_2020_pig,SAMN11097741,Gaio_2020_pig.sample_Ja31/14265.2
Gaio_2020_pig,SAMN11097691,Gaio_2020_pig.sample_Ja31/14271
Gaio_2020_pig,SAMN11097714,Gaio_2020_pig.sample_Ja31/14273
Gaio_2020_pig,SAMN11097819,Gaio_2020_pig.sample_Ja31/14274
Gaio_2020_pig,SAMN11097820,Gaio_2020_pig.sample_Ja31/14274.2
Gaio_2020_pig,SAMN11097720,Gaio_2020_pig.sample_Ja31/14275
Gaio_2020_pig,SAMN11097706,Gaio_2020_pig.sample_Ja31/14276
Gaio_2020_pig,SAMN11097684,Gaio_2020_pig.sample_Ja31/14277
Gaio_2020_pig,SAMN11097718,Gaio_2020_pig.sample_Ja31/14284
Gaio_2020_pig,SAMN11097719,Gaio_2020_pig.sample_Ja31/14284.2
Gaio_2020_pig,SAMN11097669,Gaio_2020_pig.sample_Ja31/14286
Gaio_2020_pig,SAMN11097773,Gaio_2020_pig.sample_Ja31/14287
Gaio_2020_pig,SAMN11097733,Gaio_2020_pig.sample_Ja31/14288
Gaio_2020_pig,SAMN11097767,Gaio_2020_pig.sample_Ja31/14295
Gaio_2020_pig,SAMN11097795,Gaio_2020_pig.sample_Ja31/14297
Gaio_2020_pig,SAMN11097786,Gaio_2020_pig.sample_Ja31/14298
Gaio_2020_pig,SAMN11097787,Gaio_2020_pig.sample_Ja31/14298.2
Gaio_2020_pig,SAMN11097734,Gaio_2020_pig.sample_Ja31/14305
Gaio_2020_pig,SAMN11097724,Gaio_2020_pig.sample_Ja31/14306
Gaio_2020_pig,SAMN11097722,Gaio_2020_pig.sample_Ja31/14307
Gaio_2020_pig,SAMN11097727,Gaio_2020_pig.sample_Ja31/14308
Gaio_2020_pig,SAMN11097697,Gaio_2020_pig.sample_Ja31/14315
Gaio_2020_pig,SAMN11097712,Gaio_2020_pig.sample_Ja31/14317
Gaio_2020_pig,SAMN11097771,Gaio_2020_pig.sample_Ja31/14320
Gaio_2020_pig,SAMN11097772,Gaio_2020_pig.sample_Ja31/14320.2
Gaio_2020_pig,SAMN11097672,Gaio_2020_pig.sample_Ja31/14322
Gaio_2020_pig,SAMN11097683,Gaio_2020_pig.sample_Ja31/29631
Gaio_2020_pig,SAMN11097813,Gaio_2020_pig.sample_Ja31/29633
Gaio_2020_pig,SAMN11097811,Gaio_2020_pig.sample_Ja31/29643
Gaio_2020_pig,SAMN11097704,Gaio_2020_pig.sample_Ja31/29644
Gaio_2020_pig,SAMN11097803,Gaio_2020_pig.sample_Ja31/29645
Gaio_2020_pig,SAMN11097804,Gaio_2020_pig.sample_Ja31/29645.2
Gaio_2020_pig,SAMN11097815,Gaio_2020_pig.sample_Ja31/29646
Gaio_2020_pig,SAMN11097816,Gaio_2020_pig.sample_Ja31/29647
Gaio_2020_pig,SAMN11097768,Gaio_2020_pig.sample_Ja31/29652
Gaio_2020_pig,SAMN11097769,Gaio_2020_pig.sample_Ja31/29652.2
Gaio_2020_pig,SAMN11097742,Gaio_2020_pig.sample_Ja31/29653
Gaio_2020_pig,SAMN11097743,Gaio_2020_pig.sample_Ja31/29653.2
Gaio_2020_pig,SAMN11097681,Gaio_2020_pig.sample_Ja31/29654
Gaio_2020_pig,SAMN11097805,Gaio_2020_pig.sample_Ja31/29655
Gaio_2020_pig,SAMN11097677,Gaio_2020_pig.sample_Ja31/29665
Gaio_2020_pig,SAMN11097688,Gaio_2020_pig.sample_Ja31/29666
Gaio_2020_pig,SAMN11097784,Gaio_2020_pig.sample_Ja31/29667
Gaio_2020_pig,SAMN11097785,Gaio_2020_pig.sample_Ja31/29667.2
Gaio_2020_pig,SAMN11097738,Gaio_2020_pig.sample_Ja31/29668
Gaio_2020_pig,SAMN11097739,Gaio_2020_pig.sample_Ja31/29668.2
Gaio_2020_pig,SAMN11097796,Gaio_2020_pig.sample_Ja31/29679
Gaio_2020_pig,SAMN11097791,Gaio_2020_pig.sample_Ja31/29691
Gaio_2020_pig,SAMN11097731,Gaio_2020_pig.sample_Ja31/29692
Gaio_2020_pig,SAMN11097807,Gaio_2020_pig.sample_Ja31/29693
Gaio_2020_pig,SAMN11097764,Gaio_2020_pig.sample_Ja31/29694
Gaio_2020_pig,SAMN11097765,Gaio_2020_pig.sample_Ja31/29694.2
Gaio_2020_pig,SAMN11097728,Gaio_2020_pig.sample_Ja31/29700
Gaio_2020_pig,SAMN11097800,Gaio_2020_pig.sample_Ja31/29702
Gaio_2020_pig,SAMN11097776,Gaio_2020_pig.sample_Ja31/29703
Gaio_2020_pig,SAMN11097729,Gaio_2020_pig.sample_Ja31/29704
Gaio_2020_pig,SAMN11097680,Gaio_2020_pig.sample_Ja31/29705
Gaio_2020_pig,SAMN11097694,Gaio_2020_pig.sample_Ja31/29706
Gaio_2020_pig,SAMN11097671,Gaio_2020_pig.sample_Ja31/29707
Gaio_2020_pig,SAMN11097809,Gaio_2020_pig.sample_Ja31/29715
Gaio_2020_pig,SAMN11097762,Gaio_2020_pig.sample_Ja31/29718
Gaio_2020_pig,SAMN11097763,Gaio_2020_pig.sample_Ja31/29718.2
Gaio_2020_pig,SAMN11097713,Gaio_2020_pig.sample_Ja31/29742
Gaio_2020_pig,SAMN11097760,Gaio_2020_pig.sample_Ja31/29743
Gaio_2020_pig,SAMN11097761,Gaio_2020_pig.sample_Ja31/29743.2
Gaio_2020_pig,SAMN11097802,Gaio_2020_pig.sample_Ja31/29745
Gaio_2020_pig,SAMN11097702,Gaio_2020_pig.sample_Ja31/29752
Gaio_2020_pig,SAMN11097758,Gaio_2020_pig.sample_Ja31/29753
Gaio_2020_pig,SAMN11097759,Gaio_2020_pig.sample_Ja31/29753.2
Gaio_2020_pig,SAMN11097789,Gaio_2020_pig.sample_Ja31/29754
Gaio_2020_pig,SAMN11097790,Gaio_2020_pig.sample_Ja31/29754.2
Gaio_2020_pig,SAMN11097698,Gaio_2020_pig.sample_Ja31/29764
Gaio_2020_pig,SAMN11097699,Gaio_2020_pig.sample_Ja31/29765
Gaio_2020_pig,SAMN11097753,Gaio_2020_pig.sample_Ja31/29777
Gaio_2020_pig,SAMN11097711,Gaio_2020_pig.sample_Ja31/29778
Gaio_2020_pig,SAMN11097736,Gaio_2020_pig.sample_Ja31/29781
Gaio_2020_pig,SAMN11097737,Gaio_2020_pig.sample_Ja31/29781.2
Gaio_2020_pig,SAMN11097709,Gaio_2020_pig.sample_Ja31/29792
Gaio_2020_pig,SAMN11097744,Gaio_2020_pig.sample_Ja31/29793
Gaio_2020_pig,SAMN11097751,Gaio_2020_pig.sample_Ja31/29796
Gaio_2020_pig,SAMN11097752,Gaio_2020_pig.sample_Ja31/29796.2
Gaio_2020_pig,SAMN11097749,Gaio_2020_pig.sample_Ja31/29797
Gaio_2020_pig,SAMN11097750,Gaio_2020_pig.sample_Ja31/29797.2
Gaio_2020_pig,SAMN11097817,Gaio_2020_pig.sample_Ja31/29804
Gaio_2020_pig,SAMN11097715,Gaio_2020_pig.sample_Ja31/29846
Gaio_2020_pig,SAMN11097754,Gaio_2020_pig.sample_Ja31/29847
Gaio_2020_pig,SAMN11097755,Gaio_2020_pig.sample_Ja31/29847.2
Gaio_2020_pig,SAMN11097730,Gaio_2020_pig.sample_Ja31/29863
Gaio_2020_pig,SAMN11097710,Gaio_2020_pig.sample_Ja31/29864
Gaio_2020_pig,SAMN11097781,Gaio_2020_pig.sample_Ja31/29865
Gaio_2020_pig,SAMN11097782,Gaio_2020_pig.sample_Ja31/29865.2
Gaio_2020_pig,SAMN11097692,Gaio_2020_pig.sample_Ja31/29867
Gaio_2020_pig,SAMN11097703,Gaio_2020_pig.sample_Ja31/29875
Gaio_2020_pig,SAMN11097695,Gaio_2020_pig.sample_Ja31/29876
Gaio_2020_pig,SAMN11097682,Gaio_2020_pig.sample_Ja31/29898
Gaio_2020_pig,SAMN11097801,Gaio_2020_pig.sample_Ja31/29900
Gaio_2020_pig,SAMN11097725,Gaio_2020_pig.sample_Ja31/29901
Gaio_2020_pig,SAMN11097675,Gaio_2020_pig.sample_Ja31/29912
Gaio_2020_pig,SAMN11097673,Gaio_2020_pig.sample_Ja31/29913
Gaio_2020_pig,SAMN11097705,Gaio_2020_pig.sample_Ja31/29914
Gaio_2020_pig,SAMN11097716,Gaio_2020_pig.sample_Ja31/29924
Gaio_2020_pig,SAMN11097788,Gaio_2020_pig.sample_Ja31/29931
Gaio_2020_pig,SAMN11097777,Gaio_2020_pig.sample_Ja31/29934
Gaio_2020_pig,SAMN11097778,Gaio_2020_pig.sample_Ja31/29934.2
Gaio_2020_pig,SAMN11097678,Gaio_2020_pig.sample_Ja31/29939
Gaio_2020_pig,SAMN11097797,Gaio_2020_pig.sample_Ja31/29943
Gaio_2020_pig,SAMN11097690,Gaio_2020_pig.sample_Ja31/29945
Gaio_2020_pig,SAMN11097808,Gaio_2020_pig.sample_Ja31/29946
Gaio_2020_pig,SAMN11097689,Gaio_2020_pig.sample_Ja31/29948
Gaio_2020_pig,SAMN11097735,Gaio_2020_pig.sample_Ja31/29949
Gaio_2020_pig,SAMN11097774,Gaio_2020_pig.sample_Ja31/29951
Gaio_2020_pig,SAMN11097775,Gaio_2020_pig.sample_Ja31/29951.2
Gaio_2020_pig,SAMN11097794,Gaio_2020_pig.sample_Ja31/29961
Gaio_2020_pig,SAMN11097670,Gaio_2020_pig.sample_Ja31/29962
Gaio_2020_pig,SAMN11098484,Gaio_2020_pig.sample_Ma10/14188
Gaio_2020_pig,SAMN11098483,Gaio_2020_pig.sample_Ma10/14209
Gaio_2020_pig,SAMN11098489,Gaio_2020_pig.sample_Ma10/14263
Gaio_2020_pig,SAMN11098492,Gaio_2020_pig.sample_Ma10/14265
Gaio_2020_pig,SAMN11098487,Gaio_2020_pig.sample_Ma10/14274
Gaio_2020_pig,SAMN11098486,Gaio_2020_pig.sample_Ma10/14297
Gaio_2020_pig,SAMN11098485,Gaio_2020_pig.sample_Ma10/14307
Gaio_2020_pig,SAMN11098493,Gaio_2020_pig.sample_Ma10/29653
Gaio_2020_pig,SAMN11098491,Gaio_2020_pig.sample_Ma10/29668
Gaio_2020_pig,SAMN11098488,Gaio_2020_pig.sample_Ma10/29679
Gaio_2020_pig,SAMN11098490,Gaio_2020_pig.sample_Ma10/29781
Gaio_2020_pig,SAMN11098482,Gaio_2020_pig.sample_Ma10/29924
Gaio_2020_pig,SAMN11098383,Gaio_2020_pig.sample_Ma3/14159
Gaio_2020_pig,SAMN11098380,Gaio_2020_pig.sample_Ma3/14184
Gaio_2020_pig,SAMN11098412,Gaio_2020_pig.sample_Ma3/14186
Gaio_2020_pig,SAMN11098376,Gaio_2020_pig.sample_Ma3/14187
Gaio_2020_pig,SAMN11098400,Gaio_2020_pig.sample_Ma3/14188
Gaio_2020_pig,SAMN11098417,Gaio_2020_pig.sample_Ma3/14208
Gaio_2020_pig,SAMN11098399,Gaio_2020_pig.sample_Ma3/14209
Gaio_2020_pig,SAMN11098409,Gaio_2020_pig.sample_Ma3/14260
Gaio_2020_pig,SAMN11098411,Gaio_2020_pig.sample_Ma3/14261
Gaio_2020_pig,SAMN11098406,Gaio_2020_pig.sample_Ma3/14263
Gaio_2020_pig,SAMN11098416,Gaio_2020_pig.sample_Ma3/14265
Gaio_2020_pig,SAMN11098386,Gaio_2020_pig.sample_Ma3/14276
Gaio_2020_pig,SAMN11098405,Gaio_2020_pig.sample_Ma3/14288
Gaio_2020_pig,SAMN11098401,Gaio_2020_pig.sample_Ma3/14306
Gaio_2020_pig,SAMN11098402,Gaio_2020_pig.sample_Ma3/14308
Gaio_2020_pig,SAMN11098388,Gaio_2020_pig.sample_Ma3/14317
Gaio_2020_pig,SAMN11098397,Gaio_2020_pig.sample_Ma3/14320
Gaio_2020_pig,SAMN11098375,Gaio_2020_pig.sample_Ma3/14322
Gaio_2020_pig,SAMN11098410,Gaio_2020_pig.sample_Ma3/29643
Gaio_2020_pig,SAMN11098413,Gaio_2020_pig.sample_Ma3/29646
Gaio_2020_pig,SAMN11098392,Gaio_2020_pig.sample_Ma3/29652
Gaio_2020_pig,SAMN11098379,Gaio_2020_pig.sample_Ma3/29654
Gaio_2020_pig,SAMN11098377,Gaio_2020_pig.sample_Ma3/29665
Gaio_2020_pig,SAMN11098381,Gaio_2020_pig.sample_Ma3/29666
Gaio_2020_pig,SAMN11098395,Gaio_2020_pig.sample_Ma3/29667
Gaio_2020_pig,SAMN11098415,Gaio_2020_pig.sample_Ma3/29668
Gaio_2020_pig,SAMN11098421,Gaio_2020_pig.sample_Ma3/29694
