study_code,ena_ers_sample_id,sample_alias
Allaway_2020_dogs,SAMEA5953189,Allaway_2020_dogs.sample_met_1
Allaway_2020_dogs,SAMEA5953198,Allaway_2020_dogs.sample_met_10
Allaway_2020_dogs,SAMEA5953199,Allaway_2020_dogs.sample_met_11
Allaway_2020_dogs,SAMEA5953200,Allaway_2020_dogs.sample_met_12
Allaway_2020_dogs,SAMEA5953201,Allaway_2020_dogs.sample_met_13
Allaway_2020_dogs,SAMEA5953202,Allaway_2020_dogs.sample_met_14
Allaway_2020_dogs,SAMEA5953203,Allaway_2020_dogs.sample_met_15
Allaway_2020_dogs,SAMEA5953204,Allaway_2020_dogs.sample_met_16
Allaway_2020_dogs,SAMEA5953205,Allaway_2020_dogs.sample_met_17
Allaway_2020_dogs,SAMEA5953206,Allaway_2020_dogs.sample_met_18
Allaway_2020_dogs,SAMEA5953207,Allaway_2020_dogs.sample_met_19
Allaway_2020_dogs,SAMEA5953190,Allaway_2020_dogs.sample_met_2
Allaway_2020_dogs,SAMEA5953208,Allaway_2020_dogs.sample_met_20
Allaway_2020_dogs,SAMEA5953209,Allaway_2020_dogs.sample_met_21
Allaway_2020_dogs,SAMEA5953210,Allaway_2020_dogs.sample_met_22
Allaway_2020_dogs,SAMEA5953211,Allaway_2020_dogs.sample_met_23
Allaway_2020_dogs,SAMEA5953212,Allaway_2020_dogs.sample_met_24
Allaway_2020_dogs,SAMEA5953213,Allaway_2020_dogs.sample_met_25
Allaway_2020_dogs,SAMEA5953214,Allaway_2020_dogs.sample_met_26
Allaway_2020_dogs,SAMEA5953215,Allaway_2020_dogs.sample_met_27
Allaway_2020_dogs,SAMEA5953216,Allaway_2020_dogs.sample_met_28
Allaway_2020_dogs,SAMEA5953217,Allaway_2020_dogs.sample_met_29
Allaway_2020_dogs,SAMEA5953191,Allaway_2020_dogs.sample_met_3
Allaway_2020_dogs,SAMEA5953218,Allaway_2020_dogs.sample_met_30
Allaway_2020_dogs,SAMEA5953219,Allaway_2020_dogs.sample_met_31
Allaway_2020_dogs,SAMEA5953220,Allaway_2020_dogs.sample_met_32
Allaway_2020_dogs,SAMEA5953221,Allaway_2020_dogs.sample_met_33
Allaway_2020_dogs,SAMEA5953222,Allaway_2020_dogs.sample_met_34
Allaway_2020_dogs,SAMEA5953223,Allaway_2020_dogs.sample_met_35
Allaway_2020_dogs,SAMEA5953224,Allaway_2020_dogs.sample_met_36
Allaway_2020_dogs,SAMEA5953225,Allaway_2020_dogs.sample_met_37
Allaway_2020_dogs,SAMEA6863126,Allaway_2020_dogs.sample_met_38
Allaway_2020_dogs,SAMEA6863127,Allaway_2020_dogs.sample_met_39
Allaway_2020_dogs,SAMEA5953192,Allaway_2020_dogs.sample_met_4
Allaway_2020_dogs,SAMEA6863128,Allaway_2020_dogs.sample_met_40
Allaway_2020_dogs,SAMEA6863129,Allaway_2020_dogs.sample_met_41
Allaway_2020_dogs,SAMEA6863130,Allaway_2020_dogs.sample_met_42
Allaway_2020_dogs,SAMEA6863131,Allaway_2020_dogs.sample_met_43
Allaway_2020_dogs,SAMEA6863132,Allaway_2020_dogs.sample_met_44
Allaway_2020_dogs,SAMEA6863133,Allaway_2020_dogs.sample_met_45
Allaway_2020_dogs,SAMEA6863134,Allaway_2020_dogs.sample_met_46
Allaway_2020_dogs,SAMEA6863135,Allaway_2020_dogs.sample_met_47
Allaway_2020_dogs,SAMEA6863136,Allaway_2020_dogs.sample_met_48
Allaway_2020_dogs,SAMEA5953193,Allaway_2020_dogs.sample_met_5
Allaway_2020_dogs,SAMEA5953194,Allaway_2020_dogs.sample_met_6
Allaway_2020_dogs,SAMEA5953195,Allaway_2020_dogs.sample_met_7
Allaway_2020_dogs,SAMEA5953196,Allaway_2020_dogs.sample_met_8
Allaway_2020_dogs,SAMEA5953197,Allaway_2020_dogs.sample_met_9
Andersen_2019_pig,SAMEA4688991,Andersen_2019_pig.sample_1038_1
Andersen_2019_pig,SAMEA4688896,Andersen_2019_pig.sample_1038_2
Andersen_2019_pig,SAMEA4688890,Andersen_2019_pig.sample_1145_1
Andersen_2019_pig,SAMEA4688930,Andersen_2019_pig.sample_1146_1
Andersen_2019_pig,SAMEA4688876,Andersen_2019_pig.sample_1188_1
Andersen_2019_pig,SAMEA4688904,Andersen_2019_pig.sample_1188_2
Andersen_2019_pig,SAMEA4688905,Andersen_2019_pig.sample_1188_2_W
Andersen_2019_pig,SAMEA4688940,Andersen_2019_pig.sample_1473_1
Andersen_2019_pig,SAMEA4688937,Andersen_2019_pig.sample_1497_1
Andersen_2019_pig,SAMEA4688838,Andersen_2019_pig.sample_1698_1
Andersen_2019_pig,SAMEA4688992,Andersen_2019_pig.sample_1698_2
Andersen_2019_pig,SAMEA4688839,Andersen_2019_pig.sample_1851_1
Andersen_2019_pig,SAMEA4688999,Andersen_2019_pig.sample_1851_2
Andersen_2019_pig,SAMEA4688996,Andersen_2019_pig.sample_1851_2_A1
Andersen_2019_pig,SAMEA4688997,Andersen_2019_pig.sample_1851_2_A2
Andersen_2019_pig,SAMEA4688995,Andersen_2019_pig.sample_1851_2_B
Andersen_2019_pig,SAMEA4688993,Andersen_2019_pig.sample_1851_2_B1
Andersen_2019_pig,SAMEA4688994,Andersen_2019_pig.sample_1851_2_B2
Andersen_2019_pig,SAMEA4688840,Andersen_2019_pig.sample_1901_1
Andersen_2019_pig,SAMEA4689000,Andersen_2019_pig.sample_1901_2
Andersen_2019_pig,SAMEA4688886,Andersen_2019_pig.sample_1966_1
Andersen_2019_pig,SAMEA4689001,Andersen_2019_pig.sample_1972_1
Andersen_2019_pig,SAMEA4689002,Andersen_2019_pig.sample_1972_2
Andersen_2019_pig,SAMEA4689003,Andersen_2019_pig.sample_2001_1
Andersen_2019_pig,SAMEA4688841,Andersen_2019_pig.sample_2047_1
Andersen_2019_pig,SAMEA4689004,Andersen_2019_pig.sample_2047_2
Andersen_2019_pig,SAMEA4689005,Andersen_2019_pig.sample_2051_1
Andersen_2019_pig,SAMEA4689006,Andersen_2019_pig.sample_2088_1
Andersen_2019_pig,SAMEA4688931,Andersen_2019_pig.sample_2088_2
Andersen_2019_pig,SAMEA4688877,Andersen_2019_pig.sample_2131_1
Andersen_2019_pig,SAMEA4688879,Andersen_2019_pig.sample_2143_1
Andersen_2019_pig,SAMEA4688917,Andersen_2019_pig.sample_2143_2
Andersen_2019_pig,SAMEA4689007,Andersen_2019_pig.sample_2176a_1
Andersen_2019_pig,SAMEA4688899,Andersen_2019_pig.sample_2176a_2
Andersen_2019_pig,SAMEA4689008,Andersen_2019_pig.sample_2176b_1
Andersen_2019_pig,SAMEA4688900,Andersen_2019_pig.sample_2176b_2
Andersen_2019_pig,SAMEA4689009,Andersen_2019_pig.sample_2229_1
Andersen_2019_pig,SAMEA4688873,Andersen_2019_pig.sample_2312_1
Andersen_2019_pig,SAMEA4688842,Andersen_2019_pig.sample_2354_1
Andersen_2019_pig,SAMEA4689010,Andersen_2019_pig.sample_2354_2
Andersen_2019_pig,SAMEA4688928,Andersen_2019_pig.sample_2382_1
Andersen_2019_pig,SAMEA4689011,Andersen_2019_pig.sample_2419_1
Andersen_2019_pig,SAMEA4688897,Andersen_2019_pig.sample_2419_2
Andersen_2019_pig,SAMEA4688843,Andersen_2019_pig.sample_2452_1
Andersen_2019_pig,SAMEA4688943,Andersen_2019_pig.sample_2452_2
Andersen_2019_pig,SAMEA4689012,Andersen_2019_pig.sample_2622_1
Andersen_2019_pig,SAMEA4688898,Andersen_2019_pig.sample_2622_2
Andersen_2019_pig,SAMEA4688844,Andersen_2019_pig.sample_2629_1
Andersen_2019_pig,SAMEA4688874,Andersen_2019_pig.sample_262_1
Andersen_2019_pig,SAMEA4688911,Andersen_2019_pig.sample_262_2
Andersen_2019_pig,SAMEA4688912,Andersen_2019_pig.sample_262_2_W
Andersen_2019_pig,SAMEA4689013,Andersen_2019_pig.sample_2768_1
Andersen_2019_pig,SAMEA4688845,Andersen_2019_pig.sample_2809_1
Andersen_2019_pig,SAMEA4689014,Andersen_2019_pig.sample_2809_2
Andersen_2019_pig,SAMEA4688884,Andersen_2019_pig.sample_2853_1
Andersen_2019_pig,SAMEA4688846,Andersen_2019_pig.sample_2856_1
Andersen_2019_pig,SAMEA4689019,Andersen_2019_pig.sample_2856_2
Andersen_2019_pig,SAMEA4689017,Andersen_2019_pig.sample_2856_2_A1
Andersen_2019_pig,SAMEA4689018,Andersen_2019_pig.sample_2856_2_A2
Andersen_2019_pig,SAMEA4689015,Andersen_2019_pig.sample_2856_2_B1
Andersen_2019_pig,SAMEA4689016,Andersen_2019_pig.sample_2856_2_B2
Andersen_2019_pig,SAMEA4688893,Andersen_2019_pig.sample_2904_2
Andersen_2019_pig,SAMEA4689021,Andersen_2019_pig.sample_2928_1
Andersen_2019_pig,SAMEA4688847,Andersen_2019_pig.sample_2934_1
Andersen_2019_pig,SAMEA4689020,Andersen_2019_pig.sample_2934_2
Andersen_2019_pig,SAMEA4688925,Andersen_2019_pig.sample_2938_2
Andersen_2019_pig,SAMEA4688848,Andersen_2019_pig.sample_2946_1
Andersen_2019_pig,SAMEA4689022,Andersen_2019_pig.sample_2946_2
Andersen_2019_pig,SAMEA4688889,Andersen_2019_pig.sample_2954_1
Andersen_2019_pig,SAMEA4689023,Andersen_2019_pig.sample_3005_1
Andersen_2019_pig,SAMEA4688891,Andersen_2019_pig.sample_3005_2
Andersen_2019_pig,SAMEA4689024,Andersen_2019_pig.sample_3012_1
Andersen_2019_pig,SAMEA4688894,Andersen_2019_pig.sample_3012_2
Andersen_2019_pig,SAMEA4688849,Andersen_2019_pig.sample_3053_1
Andersen_2019_pig,SAMEA4689025,Andersen_2019_pig.sample_3053_2
Andersen_2019_pig,SAMEA4688939,Andersen_2019_pig.sample_3066_1
Andersen_2019_pig,SAMEA4688915,Andersen_2019_pig.sample_3066_2
Andersen_2019_pig,SAMEA4688916,Andersen_2019_pig.sample_3066_2_W
Andersen_2019_pig,SAMEA4688850,Andersen_2019_pig.sample_3069_1
Andersen_2019_pig,SAMEA4689026,Andersen_2019_pig.sample_3069_2
Andersen_2019_pig,SAMEA4689027,Andersen_2019_pig.sample_3081_1
Andersen_2019_pig,SAMEA4689028,Andersen_2019_pig.sample_3081_2
Andersen_2019_pig,SAMEA4688851,Andersen_2019_pig.sample_3116_1
Andersen_2019_pig,SAMEA4688870,Andersen_2019_pig.sample_3116_2
Andersen_2019_pig,SAMEA4688934,Andersen_2019_pig.sample_3158_1
Andersen_2019_pig,SAMEA4688882,Andersen_2019_pig.sample_3204_1
Andersen_2019_pig,SAMEA4688918,Andersen_2019_pig.sample_3204_2_A1
Andersen_2019_pig,SAMEA4688919,Andersen_2019_pig.sample_3204_2_A2
Andersen_2019_pig,SAMEA4688920,Andersen_2019_pig.sample_3204_2_B1
Andersen_2019_pig,SAMEA4688921,Andersen_2019_pig.sample_3204_2_B2
Andersen_2019_pig,SAMEA4688929,Andersen_2019_pig.sample_3221_1
Andersen_2019_pig,SAMEA4688878,Andersen_2019_pig.sample_3327_1
Andersen_2019_pig,SAMEA4688913,Andersen_2019_pig.sample_3327_2
Andersen_2019_pig,SAMEA4688914,Andersen_2019_pig.sample_3327_2_W
Andersen_2019_pig,SAMEA4688852,Andersen_2019_pig.sample_3334_1
Andersen_2019_pig,SAMEA4689031,Andersen_2019_pig.sample_3334_2
Andersen_2019_pig,SAMEA4688933,Andersen_2019_pig.sample_3448_1
Andersen_2019_pig,SAMEA4689032,Andersen_2019_pig.sample_3489_1
Andersen_2019_pig,SAMEA4689033,Andersen_2019_pig.sample_3505_1
Andersen_2019_pig,SAMEA4688941,Andersen_2019_pig.sample_3505_2
Andersen_2019_pig,SAMEA4688883,Andersen_2019_pig.sample_3514_1
Andersen_2019_pig,SAMEA4688885,Andersen_2019_pig.sample_3568_1
Andersen_2019_pig,SAMEA4688942,Andersen_2019_pig.sample_3573_1
Andersen_2019_pig,SAMEA4688922,Andersen_2019_pig.sample_3580_2_A1
Andersen_2019_pig,SAMEA4688923,Andersen_2019_pig.sample_3580_2_A2
Andersen_2019_pig,SAMEA4688924,Andersen_2019_pig.sample_3580_2_B1
Andersen_2019_pig,SAMEA4688926,Andersen_2019_pig.sample_3580_2_B2
Andersen_2019_pig,SAMEA4688881,Andersen_2019_pig.sample_3587_1
Andersen_2019_pig,SAMEA4688853,Andersen_2019_pig.sample_3621_1
Andersen_2019_pig,SAMEA4689034,Andersen_2019_pig.sample_3621_2
Andersen_2019_pig,SAMEA4689035,Andersen_2019_pig.sample_3630_1
Andersen_2019_pig,SAMEA4688927,Andersen_2019_pig.sample_3630_2
Andersen_2019_pig,SAMEA4688872,Andersen_2019_pig.sample_3633_1
Andersen_2019_pig,SAMEA4688854,Andersen_2019_pig.sample_3635_1
Andersen_2019_pig,SAMEA4689036,Andersen_2019_pig.sample_3635_2
Andersen_2019_pig,SAMEA4689037,Andersen_2019_pig.sample_3640_1
Andersen_2019_pig,SAMEA4688901,Andersen_2019_pig.sample_3640_2
Andersen_2019_pig,SAMEA4688888,Andersen_2019_pig.sample_3645_1
Andersen_2019_pig,SAMEA4688932,Andersen_2019_pig.sample_3661_1
Andersen_2019_pig,SAMEA4688875,Andersen_2019_pig.sample_3666_1
Andersen_2019_pig,SAMEA4688855,Andersen_2019_pig.sample_3673_1
Andersen_2019_pig,SAMEA4689038,Andersen_2019_pig.sample_3673_2
Andersen_2019_pig,SAMEA4689039,Andersen_2019_pig.sample_3687_1
Andersen_2019_pig,SAMEA4688871,Andersen_2019_pig.sample_3687_2
Andersen_2019_pig,SAMEA4689040,Andersen_2019_pig.sample_3690_1
Andersen_2019_pig,SAMEA4689041,Andersen_2019_pig.sample_3690_2
Andersen_2019_pig,SAMEA4688856,Andersen_2019_pig.sample_372_1
Andersen_2019_pig,SAMEA4689042,Andersen_2019_pig.sample_372_2
Andersen_2019_pig,SAMEA4689043,Andersen_2019_pig.sample_3740_1
Andersen_2019_pig,SAMEA4688936,Andersen_2019_pig.sample_3740_2
Andersen_2019_pig,SAMEA4688935,Andersen_2019_pig.sample_3784_1
Andersen_2019_pig,SAMEA4688857,Andersen_2019_pig.sample_3839_1
Andersen_2019_pig,SAMEA4689044,Andersen_2019_pig.sample_3839_2
Andersen_2019_pig,SAMEA4688887,Andersen_2019_pig.sample_3850_1
Andersen_2019_pig,SAMEA4689045,Andersen_2019_pig.sample_445_1
Andersen_2019_pig,SAMEA4689046,Andersen_2019_pig.sample_445_2
Andersen_2019_pig,SAMEA4688880,Andersen_2019_pig.sample_550_1
Andersen_2019_pig,SAMEA4688908,Andersen_2019_pig.sample_550_2
Andersen_2019_pig,SAMEA4688909,Andersen_2019_pig.sample_550_2_W
Andersen_2019_pig,SAMEA4689047,Andersen_2019_pig.sample_659_1
Andersen_2019_pig,SAMEA4689048,Andersen_2019_pig.sample_706_1
Andersen_2019_pig,SAMEA4688906,Andersen_2019_pig.sample_706_2
Andersen_2019_pig,SAMEA4688907,Andersen_2019_pig.sample_706_2_W
Andersen_2019_pig,SAMEA4689049,Andersen_2019_pig.sample_87_1
Andersen_2019_pig,SAMEA4688892,Andersen_2019_pig.sample_87_2
Andersen_2019_pig,SAMEA4688858,Andersen_2019_pig.sample_885_1
Andersen_2019_pig,SAMEA4689050,Andersen_2019_pig.sample_885_2
Andersen_2019_pig,SAMEA4689051,Andersen_2019_pig.sample_934_1
Andersen_2019_pig,SAMEA4688938,Andersen_2019_pig.sample_934_2
Andersen_2019_pig,SAMEA4688859,Andersen_2019_pig.sample_943_1
Andersen_2019_pig,SAMEA4689052,Andersen_2019_pig.sample_943_2
Andersen_2019_pig,SAMEA4688860,Andersen_2019_pig.sample_P1
Andersen_2019_pig,SAMEA4688869,Andersen_2019_pig.sample_P10
Andersen_2019_pig,SAMEA4688861,Andersen_2019_pig.sample_P2
Andersen_2019_pig,SAMEA4688862,Andersen_2019_pig.sample_P3
Andersen_2019_pig,SAMEA4688863,Andersen_2019_pig.sample_P4
Andersen_2019_pig,SAMEA4688864,Andersen_2019_pig.sample_P5
Andersen_2019_pig,SAMEA4688865,Andersen_2019_pig.sample_P6
Andersen_2019_pig,SAMEA4688866,Andersen_2019_pig.sample_P7
Andersen_2019_pig,SAMEA4688867,Andersen_2019_pig.sample_P8
Andersen_2019_pig,SAMEA4688868,Andersen_2019_pig.sample_P9
Andersen_2019_pig,SAMEA4689053,Andersen_2019_pig.sample_oko1_1
Andersen_2019_pig,SAMEA4688895,Andersen_2019_pig.sample_oko1_2
Andersen_2019_pig,SAMEA4689054,Andersen_2019_pig.sample_oko2_1
Andersen_2019_pig,SAMEA4688903,Andersen_2019_pig.sample_oko2_2
Andersen_2019_pig,SAMEA4689055,Andersen_2019_pig.sample_oko3_1
Andersen_2019_pig,SAMEA4688910,Andersen_2019_pig.sample_oko3_2
Andersen_2019_pig,SAMEA4689056,Andersen_2019_pig.sample_oko4_1
Andersen_2019_pig,SAMEA4688902,Andersen_2019_pig.sample_oko4_2
Ang_2022_horse,SAMEA9992856,Ang_2022_horse.sample_A1
Ang_2022_horse,SAMEA9992857,Ang_2022_horse.sample_A2
Ang_2022_horse,SAMEA9992858,Ang_2022_horse.sample_A3
Ang_2022_horse,SAMEA9992859,Ang_2022_horse.sample_A4
Ang_2022_horse,SAMEA9992864,Ang_2022_horse.sample_ASTUR2
Ang_2022_horse,SAMEA9992860,Ang_2022_horse.sample_ASTUR3
Ang_2022_horse,SAMEA9992861,Ang_2022_horse.sample_ASTUR4
Ang_2022_horse,SAMEA9992862,Ang_2022_horse.sample_ASTUR6
Ang_2022_horse,SAMEA9992863,Ang_2022_horse.sample_ASTUR_1
Ang_2022_horse,SAMEA9992865,Ang_2022_horse.sample_ASTUR_5
Ang_2022_horse,SAMEA9992885,Ang_2022_horse.sample_ASTUR_7
Ang_2022_horse,SAMEA9992886,Ang_2022_horse.sample_ASTUR_8
Ang_2022_horse,SAMEA9992887,Ang_2022_horse.sample_ASTUR_9
Ang_2022_horse,SAMEA9992876,Ang_2022_horse.sample_D1
Ang_2022_horse,SAMEA9992872,Ang_2022_horse.sample_D10
Ang_2022_horse,SAMEA9992873,Ang_2022_horse.sample_D11
Ang_2022_horse,SAMEA9992874,Ang_2022_horse.sample_D12
Ang_2022_horse,SAMEA9992875,Ang_2022_horse.sample_D13
Ang_2022_horse,SAMEA9992877,Ang_2022_horse.sample_D3
Ang_2022_horse,SAMEA9992878,Ang_2022_horse.sample_D4
Ang_2022_horse,SAMEA9992879,Ang_2022_horse.sample_D6
Ang_2022_horse,SAMEA9992882,Ang_2022_horse.sample_D8
Ang_2022_horse,SAMEA9992880,Ang_2022_horse.sample_D9
Ang_2022_horse,SAMEA9992881,Ang_2022_horse.sample_DA
Ang_2022_horse,SAMEA9992883,Ang_2022_horse.sample_DC
Ang_2022_horse,SAMEA9992884,Ang_2022_horse.sample_DD
Ang_2022_horse,SAMEA9992866,Ang_2022_horse.sample_HF_1
Ang_2022_horse,SAMEA9992867,Ang_2022_horse.sample_HF_2
Ang_2022_horse,SAMEA9992868,Ang_2022_horse.sample_HF_3
Ang_2022_horse,SAMEA9992869,Ang_2022_horse.sample_HF_4
Ang_2022_horse,SAMEA9992870,Ang_2022_horse.sample_HF_5
Ang_2022_horse,SAMEA9992871,Ang_2022_horse.sample_HF_6
Ang_2022_horse,SAMEA9992888,Ang_2022_horse.sample_J1
Ang_2022_horse,SAMEA9992889,Ang_2022_horse.sample_J10
Ang_2022_horse,SAMEA9992890,Ang_2022_horse.sample_J11
Ang_2022_horse,SAMEA9992891,Ang_2022_horse.sample_J2
Ang_2022_horse,SAMEA9992892,Ang_2022_horse.sample_J3
Ang_2022_horse,SAMEA9992893,Ang_2022_horse.sample_J4
Ang_2022_horse,SAMEA9992894,Ang_2022_horse.sample_J5
Ang_2022_horse,SAMEA9992895,Ang_2022_horse.sample_J6
Ang_2022_horse,SAMEA9992896,Ang_2022_horse.sample_J7
Ang_2022_horse,SAMEA9992897,Ang_2022_horse.sample_J8
Ang_2022_horse,SAMEA9992898,Ang_2022_horse.sample_J9
Ang_2022_horse,SAMEA9992899,Ang_2022_horse.sample_S1
Ang_2022_horse,SAMEA9992900,Ang_2022_horse.sample_S2
Ang_2022_horse,SAMEA9992901,Ang_2022_horse.sample_S3
Ang_2022_horse,SAMEA9992909,Ang_2022_horse.sample_W1
Ang_2022_horse,SAMEA9992904,Ang_2022_horse.sample_W10
Ang_2022_horse,SAMEA9992905,Ang_2022_horse.sample_W11
Ang_2022_horse,SAMEA9992906,Ang_2022_horse.sample_W12
Ang_2022_horse,SAMEA9992902,Ang_2022_horse.sample_W13
Ang_2022_horse,SAMEA9992907,Ang_2022_horse.sample_W14
Ang_2022_horse,SAMEA9992908,Ang_2022_horse.sample_W15
Ang_2022_horse,SAMEA9992903,Ang_2022_horse.sample_W16
Ang_2022_horse,SAMEA9992910,Ang_2022_horse.sample_W2
Ang_2022_horse,SAMEA9992911,Ang_2022_horse.sample_W3
Ang_2022_horse,SAMEA9992912,Ang_2022_horse.sample_W4
Ang_2022_horse,SAMEA9992913,Ang_2022_horse.sample_W5
Ang_2022_horse,SAMEA9992914,Ang_2022_horse.sample_W6
Ang_2022_horse,SAMEA9992915,Ang_2022_horse.sample_W7
Ang_2022_horse,SAMEA9992916,Ang_2022_horse.sample_W8
Ang_2022_horse,SAMEA9992917,Ang_2022_horse.sample_W9
Ansorge_2019_mussel,SAMEA5664344,Ansorge_2019_mussel.11795:c5aed5f8-af97-444b-b204-77502ef61706
Ansorge_2019_mussel,SAMEA5664343,Ansorge_2019_mussel.11796:c5aed5f8-af97-444b-b204-77502ef61706
Ansorge_2019_mussel,SAMEA5664342,Ansorge_2019_mussel.11797:c5aed5f8-af97-444b-b204-77502ef61706
Ansorge_2019_mussel,SAMEA5664341,Ansorge_2019_mussel.11798:c5aed5f8-af97-444b-b204-77502ef61706
Ansorge_2019_mussel,SAMEA5664340,Ansorge_2019_mussel.11799:c5aed5f8-af97-444b-b204-77502ef61706
Ansorge_2019_mussel,SAMEA5664339,Ansorge_2019_mussel.11800:c5aed5f8-af97-444b-b204-77502ef61706
Ansorge_2019_mussel,SAMEA5664338,Ansorge_2019_mussel.11801:c5aed5f8-af97-444b-b204-77502ef61706
Ansorge_2019_mussel,SAMEA5664337,Ansorge_2019_mussel.11802:c5aed5f8-af97-444b-b204-77502ef61706
Ansorge_2019_mussel,SAMEA5664336,Ansorge_2019_mussel.11803:c5aed5f8-af97-444b-b204-77502ef61706
Ansorge_2019_mussel,SAMEA5664335,Ansorge_2019_mussel.11804:c5aed5f8-af97-444b-b204-77502ef61706
Ansorge_2019_mussel,SAMEA5664334,Ansorge_2019_mussel.11805:c5aed5f8-af97-444b-b204-77502ef61706
Ansorge_2019_mussel,SAMEA5664333,Ansorge_2019_mussel.11806:c5aed5f8-af97-444b-b204-77502ef61706
Ansorge_2019_mussel,SAMEA5664332,Ansorge_2019_mussel.11807:c5aed5f8-af97-444b-b204-77502ef61706
Ansorge_2019_mussel,SAMEA5664331,Ansorge_2019_mussel.11808:c5aed5f8-af97-444b-b204-77502ef61706
Ansorge_2019_mussel,SAMEA5664330,Ansorge_2019_mussel.11809:c5aed5f8-af97-444b-b204-77502ef61706
Ansorge_2019_mussel,SAMEA5664329,Ansorge_2019_mussel.11810:c5aed5f8-af97-444b-b204-77502ef61706
Ansorge_2019_mussel,SAMEA5664328,Ansorge_2019_mussel.11811:c5aed5f8-af97-444b-b204-77502ef61706
Ansorge_2019_mussel,SAMEA5664326,Ansorge_2019_mussel.11813:c5aed5f8-af97-444b-b204-77502ef61706
Ansorge_2019_mussel,SAMEA5664325,Ansorge_2019_mussel.11814:c5aed5f8-af97-444b-b204-77502ef61706
Astudillo-Garcia_2017_sponge_seawater,SAMN04870510,Astudillo-Garcia_2017_sponge_seawater.Petrosia_ficiformis
Astudillo-Garcia_2017_sponge_seawater,SAMN04870527,Astudillo-Garcia_2017_sponge_seawater.Sarcotragus_foetidus
Beinart_2019_hydrothermal_vent_snail,SAMN19804754,Beinart_2019_hydrothermal_vent_snail.sample_B09_301
Beinart_2019_hydrothermal_vent_snail,SAMN19804755,Beinart_2019_hydrothermal_vent_snail.sample_B09_303
Beinart_2019_hydrothermal_vent_snail,SAMN19804756,Beinart_2019_hydrothermal_vent_snail.sample_B09_304
Beinart_2019_hydrothermal_vent_snail,SAMN19804757,Beinart_2019_hydrothermal_vent_snail.sample_B09_307
Beinart_2019_hydrothermal_vent_snail,SAMN19804758,Beinart_2019_hydrothermal_vent_snail.sample_B09_310
Beinart_2019_hydrothermal_vent_snail,SAMN19804759,Beinart_2019_hydrothermal_vent_snail.sample_B09_337
Beinart_2019_hydrothermal_vent_snail,SAMN19804760,Beinart_2019_hydrothermal_vent_snail.sample_B09_339
Beinart_2019_hydrothermal_vent_snail,SAMN19804761,Beinart_2019_hydrothermal_vent_snail.sample_B09_340
Beinart_2019_hydrothermal_vent_snail,SAMN19804762,Beinart_2019_hydrothermal_vent_snail.sample_B09_345
Beinart_2019_hydrothermal_vent_snail,SAMN19804763,Beinart_2019_hydrothermal_vent_snail.sample_B16_1
Beinart_2019_hydrothermal_vent_snail,SAMN19804764,Beinart_2019_hydrothermal_vent_snail.sample_B16_13
Beinart_2019_hydrothermal_vent_snail,SAMN19804765,Beinart_2019_hydrothermal_vent_snail.sample_B16_3
Beinart_2019_hydrothermal_vent_snail,SAMN19804766,Beinart_2019_hydrothermal_vent_snail.sample_B16_387
Beinart_2019_hydrothermal_vent_snail,SAMN19804767,Beinart_2019_hydrothermal_vent_snail.sample_B16_389
Beinart_2019_hydrothermal_vent_snail,SAMN19804768,Beinart_2019_hydrothermal_vent_snail.sample_B16_397
Beinart_2019_hydrothermal_vent_snail,SAMN19804769,Beinart_2019_hydrothermal_vent_snail.sample_B16_399
Beinart_2019_hydrothermal_vent_snail,SAMN19804770,Beinart_2019_hydrothermal_vent_snail.sample_B16_801
Beinart_2019_hydrothermal_vent_snail,SAMN19804771,Beinart_2019_hydrothermal_vent_snail.sample_B16_806
Beinart_2019_hydrothermal_vent_snail,SAMN19804772,Beinart_2019_hydrothermal_vent_snail.sample_B16_808
Beinart_2019_hydrothermal_vent_snail,SAMN19804773,Beinart_2019_hydrothermal_vent_snail.sample_B16_812
Beinart_2019_hydrothermal_vent_snail,SAMN19804774,Beinart_2019_hydrothermal_vent_snail.sample_B16_816
Beinart_2019_hydrothermal_vent_snail,SAMN19804775,Beinart_2019_hydrothermal_vent_snail.sample_B16_826
Beinart_2019_hydrothermal_vent_snail,SAMN19804776,Beinart_2019_hydrothermal_vent_snail.sample_B16_897
Beinart_2019_hydrothermal_vent_snail,SAMN19804777,Beinart_2019_hydrothermal_vent_snail.sample_B16_9
Beinart_2019_hydrothermal_vent_snail,SAMN19804778,Beinart_2019_hydrothermal_vent_snail.sample_I09_184
Beinart_2019_hydrothermal_vent_snail,SAMN19804779,Beinart_2019_hydrothermal_vent_snail.sample_I09_185
Beinart_2019_hydrothermal_vent_snail,SAMN19804780,Beinart_2019_hydrothermal_vent_snail.sample_I09_187
Beinart_2019_hydrothermal_vent_snail,SAMN19804781,Beinart_2019_hydrothermal_vent_snail.sample_I09_188
Beinart_2019_hydrothermal_vent_snail,SAMN19804782,Beinart_2019_hydrothermal_vent_snail.sample_I09_189
Beinart_2019_hydrothermal_vent_snail,SAMN19804783,Beinart_2019_hydrothermal_vent_snail.sample_I09_190
Beinart_2019_hydrothermal_vent_snail,SAMN19804784,Beinart_2019_hydrothermal_vent_snail.sample_I09_191
Beinart_2019_hydrothermal_vent_snail,SAMN19804785,Beinart_2019_hydrothermal_vent_snail.sample_I09_192
